sedaadmin,seda_district,stateabb,gys_mn_2019_ol,gys_mn_2022_ol,gys_mn_2023_ol,County Names,month,share_inperson,share_hybrid,share_virtual,membership,total_revenue,total_fed_revenue,County-Level Index,Family Unity,Community Health,Institutional Health,Collective Efficacy,married_household,married_household_children,male_married,female_married,male_never_married,female_never_married,male_divorced,female_divorced,birth_last_year_unmarried,over_25_highschool_degree,over_25_associates_degree,over_25_bachelors_degree,over_25_graduate_degree,native_born,only_english,non_english,with_computer,with_internet,unemployment,median_income,mean_income,with_health_insurance,poverty,owner_occupied_value,occupancy,SMOC,rent,mortgage_percentage,population,sex_ratio,hispanic_percent,white_percent,black_percent,asian_percent,no_workers,one_worker,employment_past_year
504800,Crossett School District,AR,-1.705225360434286,-2.948694066164367,-2.733381187185694,Ashley County,2021m1,1,0,0,NA,NA,NA,-0.0027922,0.7883577,-0.1053458,-0.6147708,-0.2096882,49.6,14.3,52.3,46.3,25.1,23.0,14.1,13.9,201,48.4,6.1,8.2,3.3,97.7,95.3,4.7,83.8,74.6,6,60030,80110,91.6,18.3,86600,76.3,382,610,36.9,19018,89.6,19018,70.8,24.8,0.1,30.4,29.9,42.2
504860,Cutter-Morning Star School District,AR,-1.624163976530534,-1.913161526853961,-2.220079628031983,Garland County,2021m1,1,0,0,NA,NA,NA,-0.92532,-0.594105,-0.7878031,-0.054932,-1.202268,44.4,13.3,50.8,46.1,28.6,22.8,13.4,17.7,901,31.2,9.8,15.8,9.4,96.1,93.1,6.9,92.5,82.2,5.7,68326,86932,90.8,12.1,166600,82.5,403,913,51.7,100021,93.6,100021,84.4,7.9,0.7,21.5,38,41.6
504890,Danville School District,AR,-0.6013939006301632,-0.5976141832804114,-0.6975845137685237,Yell County,2021m1,1,0,0,NA,NA,NA,-0.8264862,-0.3826019,-0.5465635,-1.243252,-0.221566,52.7,19.7,54.8,53.2,27.9,19.8,12.5,11.7,326,37.9,6.7,9.4,4.4,89.6,79.8,20.2,82.9,77.6,3.9,64475,73854,91.8,8.8,128400,83.4,370,647,44.3,20342,102.8,20342,77.5,2.2,1.1,16.8,34.9,52.6
504980,Decatur School District,AR,-2.454762305879847,-2.560647115298371,-2.48629282078609,Benton County,2021m1,1,0,0,NA,NA,NA,0.1179548,1.217304,-1.200535,0.0755021,0.0077291,58.7,26.8,58.4,56.2,30.1,24.5,8.2,10.8,3784,28.8,7.0,22.9,12.6,88.0,85.6,14.4,95.9,91.1,2.9,97168,130785,90.6,5.9,254000,91,489,1113,66.2,286528,101.2,286528,71.9,1.9,4.2,12.8,32.5,59.1
505340,Dierks School District,AR,-0.7592799922809919,-1.729773151839497,-1.442023482287887,Howard County,2021m1,1,0,0,NA,NA,NA,-0.7490011,-1.412991,-0.2101975,-0.7950163,0.3139723,45.4,17.6,57.7,44.1,25.2,23.2,12.0,14.4,154,42.9,9.6,9.9,5.1,90.8,84.6,15.4,88.9,76.2,6.4,56071,75580,87.6,15.6,125300,84.7,379,732,38.2,12779,91.3,12779,64.4,21.7,0.8,17.3,35.6,49.2
505430,Dover School District,AR,0.1656522648992373,-0.1035542860784755,-0.3153464050689134,Johnson County,2021m1,1,0,0,NA,NA,NA,-0.1542889,0.9325692,-0.9544612,-0.8873836,0.2711086,51.2,17.4,52.5,51.9,29.8,21.5,12.7,15.3,348,41.0,5.0,10.3,4.8,90.7,87.5,12.5,83.3,69.0,4.8,52822,67010,91.8,15.8,119800,86.1,344,710,46.9,25925,100.2,25925,85,1.6,3,26,34.1,43.2
505470,Drew Central School District,AR,-2.05812828758894,-2.507274346097656,-2.038777709527097,Desha County,2021m1,1,0,0,NA,NA,NA,-1.892279,-2.283627,0.2085768,-0.8793513,-2.192781,35.5,12.3,38.8,37.4,39.4,32.8,11.0,11.3,114,43.7,2.5,8.3,4.8,96.7,93.4,6.6,83.7,72.2,5.2,50040,64379,91.1,19.7,88300,79,392,628,39.2,11285,93.5,11285,47.5,47.6,0.2,20.9,47,46.7
505500,Dumas School District,AR,-1.990031783022555,-3.018835143177354,-3.426801030166589,Desha County,2021m1,1,0,0,NA,NA,NA,-1.892279,-2.283627,0.2085768,-0.8793513,-2.192781,35.5,12.3,38.8,37.4,39.4,32.8,11.0,11.3,114,43.7,2.5,8.3,4.8,96.7,93.4,6.6,83.7,72.2,5.2,50040,64379,91.1,19.7,88300,79,392,628,39.2,11285,93.5,11285,47.5,47.6,0.2,20.9,47,46.7
505580,East End School District,AR,-0.8819382818415535,-1.183991887399503,-1.296134128259364,Perry County,2021m1,1,0,0,NA,NA,NA,-0.5364197,0.8356776,-1.090216,-0.6449402,-0.7777617,57.9,18.6,56.8,56.6,24.4,20.5,13.1,12.9,51,44.5,6.1,10.9,4.3,99.0,97.2,2.8,85.4,77.6,4.6,67529,75207,94.7,11.8,123400,77.4,328,716,41.9,10055,106.3,10055,91.1,2.3,0.1,22.7,37.7,42.7
505680,El Dorado School District,AR,-1.600919767944296,-1.62738220279528,-1.529814392235828,Union County,2021m1,1,0,0,NA,NA,NA,-0.8820147,-0.6147752,-0.1780859,0.0362206,-1.709919,44.8,14.9,49.8,43.3,33.7,25.3,10.8,15.6,532,38.2,8.4,12.3,6.2,97.3,95.2,4.8,86.9,76.5,3.7,64484,82467,93.8,15,110900,79.8,400,775,43.4,38815,95.6,38815,63,32.5,0.8,20,40.4,48.4
505760,Elkins School District,AR,-0.3762613833808928,-0.1802574609712932,0.3992130782558467,Washington County,2021m1,1,0,0,NA,NA,NA,-0.4022739,0.8281206,-1.036294,-0.1157794,-0.967808,45.9,20.6,47.3,46.2,40.3,33.4,8.9,11.8,3459,27.7,6.5,20.1,14.3,88.6,82.4,17.6,94.9,86.8,4.3,79154,110610,87.8,9.3,235500,92.9,451,935,62.1,247331,101.6,247331,70.4,3.5,2.6,10.9,35.4,58.9
505850,England School District,AR,-1.793342327677943,-1.590089528265588,-1.643945175964301,Lonoke County,2021m1,1,0,0,NA,NA,NA,-0.3262919,0.8971852,-1.241739,-0.437698,-0.3325986,54.3,22.4,55.1,51.9,29.0,23.0,11.1,13.8,961,37.1,10.6,13.3,6.6,97.3,95.7,4.3,92.9,86.4,4.5,83730,99376,92.5,8.5,169600,91.2,419,944,64,74292,98.6,74292,86.8,5.5,1,14.7,30.9,60.1
505970,Eureka Springs School District,AR,0.3035530641066613,-0.2055089665457226,-0.2696785546115175,Carroll County,2021m1,1,0,0,NA,NA,NA,-0.1563722,0.4527414,-0.6271877,-0.4222065,0.0118604,55.1,19.2,56.9,55.5,26.4,20.3,10.2,12.3,253,35.9,7.9,14.5,6.9,91.1,87.1,12.9,90.3,82.1,3.1,68994,86536,87.6,11.4,169700,82,396,751,49.7,28362,101.8,28362,79.7,0.4,1.2,17.9,36.8,44.9
506060,Camden Fairview School District,AR,-2.682981535413505,-3.424131035198989,-3.088288395411293,Ouachita County,2021m1,1,0,0,NA,NA,NA,-0.9049858,-1.237194,0.0085986,-0.5252712,-0.7540058,42.8,11.7,44.7,41.3,37.1,22.8,11.3,15.4,386,39.8,7.6,10.0,5.0,99.6,98.5,1.5,85.8,81.6,6.5,62302,74548,93.5,13.2,96000,70.9,373,723,44.5,22606,95.4,22606,55.8,41,0,25.7,36,49.2
506090,Farmington School District,AR,0.3207356375618362,-0.505254573461098,-0.4192647195655672,Washington County,2021m1,1,0,0,NA,NA,NA,-0.4022739,0.8281206,-1.036294,-0.1157794,-0.967808,45.9,20.6,47.3,46.2,40.3,33.4,8.9,11.8,3459,27.7,6.5,20.1,14.3,88.6,82.4,17.6,94.9,86.8,4.3,79154,110610,87.8,9.3,235500,92.9,451,935,62.1,247331,101.6,247331,70.4,3.5,2.6,10.9,35.4,58.9
506120,Fayetteville School District,AR,0.807783579089131,0.0090410468811486,0.2700170024321702,Washington County,2021m1,1,0,0,NA,NA,NA,-0.4022739,0.8281206,-1.036294,-0.1157794,-0.967808,45.9,20.6,47.3,46.2,40.3,33.4,8.9,11.8,3459,27.7,6.5,20.1,14.3,88.6,82.4,17.6,94.9,86.8,4.3,79154,110610,87.8,9.3,235500,92.9,451,935,62.1,247331,101.6,247331,70.4,3.5,2.6,10.9,35.4,58.9
506150,Flippin School District,AR,-0.5510248971848437,-2.0388644957978,-1.180861304551958,Marion County,2021m1,1,0,0,NA,NA,NA,-0.824374,-0.719102,-0.6544652,-0.5483884,-0.4420819,52.4,10.6,53.4,55.8,21.5,13.3,16.8,15.1,119,37.2,8.2,9.0,6.2,97.8,97.3,2.7,92.5,85.3,7,53983,68657,92.7,12.4,147100,75,340,749,38.6,16905,98.5,16905,94.6,0.5,0.7,34.4,25.8,34.6
506210,Fordyce School District,AR,-1.723854761262119,-1.908228116425545,-2.448887595540459,Calhoun County,2021m1,1,0,0,NA,NA,NA,-0.8109913,-1.350134,-0.3059568,-0.9774544,0.3449581,58.3,23.7,44.3,45.4,37.4,25.7,10.6,18.4,55,45.4,8.8,7.7,4.9,98.3,95.5,4.5,91.0,77.0,9.1,65800,78119,91.9,8.5,82700,60.5,436,808,31.4,4773,102.8,4773,74.2,20.8,0.2,22.8,32.7,42.2
506270,Forrest City School District,AR,-3.387300663806668,-3.371953633532604,-2.90843644925648,St. Francis County,2021m1,1,0,0,NA,NA,NA,-2.115316,-2.051855,-0.8793039,-1.387254,-1.550341,37.1,13.0,36.9,34.8,42.0,33.4,14.9,12.6,361,41.9,7.2,7.4,5.8,96.8,94.7,5.3,89.7,74.5,6.6,47612,60976,91.3,24.4,82400,83.9,397,748,43,23138,123.7,23138,40,53.5,0.1,20.7,49.8,51
506360,Fouke School District,AR,-0.8495299963488643,-1.206186698053654,-1.303957292572797,Miller County,2021m1,1,0,0,NA,NA,NA,-1.827449,-0.6878074,-1.157489,-0.5523382,-2.736066,40.1,13.7,40.9,41.1,34.7,29.6,17.9,14.2,651,38.0,7.6,9.0,6.6,98.3,97.8,2.2,90.9,79.4,7.7,61391,78236,89.8,16.1,137700,80.2,387,831,40.9,42682,99.2,42682,68.5,25.2,0.3,22.1,40.5,48.8
506420,Fountain Lake School District,AR,-0.1940252935117872,-0.6647223039522459,-1.080757753657283,Garland County,2021m1,1,0,0,NA,NA,NA,-0.92532,-0.594105,-0.7878031,-0.054932,-1.202268,44.4,13.3,50.8,46.1,28.6,22.8,13.4,17.7,901,31.2,9.8,15.8,9.4,96.1,93.1,6.9,92.5,82.2,5.7,68326,86932,90.8,12.1,166600,82.5,403,913,51.7,100021,93.6,100021,84.4,7.9,0.7,21.5,38,41.6
506630,Glen Rose School District,AR,0.0367537092195587,-0.6318931089104831,-1.097562656713877,Hot Spring County,2021m1,1,0,0,NA,NA,NA,-0.6085474,-0.0691341,-0.8417253,-1.578063,0.6408728,52.9,18.2,48.0,50.4,31.7,20.6,14.5,13.8,273,39.3,8.4,10.1,5.4,98.9,95.9,4.1,87.0,75.6,4.6,63503,77122,92.3,16,119600,83.5,358,713,48.8,33129,113.6,33129,83.9,11.5,0.3,22.3,35,46.2
506690,Centerpoint School District,AR,-0.3387674906294542,-1.2941185949582381,-1.100470749331296,Clark County,2021m1,0,1,0,NA,NA,NA,-0.5398081,-0.6022342,0.0261507,-0.6500711,-0.3145235,45.1,15.2,45.0,37.8,40.9,40.9,8.9,10.2,234,31.2,5.8,17.4,9.1,97.8,95.8,4.2,87.5,77.7,4.1,66543,80668,90.7,13,143300,79.2,388,690,47.9,21469,89.1,21469,69.2,24,0.7,15.6,40.8,43.4
506840,Gravette School District,AR,0.4279175083446569,-0.2599187947878736,-0.2918167189478309,Benton County,2021m1,1,0,0,NA,NA,NA,0.1179548,1.217304,-1.200535,0.0755021,0.0077291,58.7,26.8,58.4,56.2,30.1,24.5,8.2,10.8,3784,28.8,7.0,22.9,12.6,88.0,85.6,14.4,95.9,91.1,2.9,97168,130785,90.6,5.9,254000,91,489,1113,66.2,286528,101.2,286528,71.9,1.9,4.2,12.8,32.5,59.1
506870,Green Forest School District,AR,-1.261514878215902,-1.352171495507416,-1.282735338185739,Carroll County,2021m1,1,0,0,NA,NA,NA,-0.1563722,0.4527414,-0.6271877,-0.4222065,0.0118604,55.1,19.2,56.9,55.5,26.4,20.3,10.2,12.3,253,35.9,7.9,14.5,6.9,91.1,87.1,12.9,90.3,82.1,3.1,68994,86536,87.6,11.4,169700,82,396,751,49.7,28362,101.8,28362,79.7,0.4,1.2,17.9,36.8,44.9
506900,Greenbrier School District,AR,1.875884007788653,0.5720639234533307,0.3725338776235176,Conway County,2021m1,1,0,0,NA,NA,NA,-0.3450103,-0.3232775,-0.3774884,-0.393218,0.0464613,46.9,15.4,53.3,47.8,28.2,20.2,14.1,17.0,129,43.2,9.2,14.1,5.0,97.3,95.7,4.3,88.7,77.1,7.1,61839,79734,92.7,14.3,129600,87.2,384,698,43.9,20782,99.3,20782,83.5,11,0.4,18.6,35.4,44.9
506930,Greenland School District,AR,-1.531402890414181,-2.009018129035494,-1.082759670894974,Sebastian County,2021m1,0,1,0,NA,NA,NA,-1.155139,-0.2115328,-0.9702291,-0.3161725,-1.802876,46.0,18.1,51.6,47.5,31.1,26.3,11.7,14.4,1923,30.2,7.4,15.1,8.9,91.4,84.5,15.5,92.1,82.1,5.2,67102,99896,88.8,11.2,154900,91.1,427,805,53.5,128184,97.1,128184,70.4,6,4.6,15.8,34.4,53.7
506990,Greenwood School District,AR,1.024769905940789,0.3015593318319505,0.4393209289710898,Sebastian County,2021m1,1,0,0,NA,NA,NA,-1.155139,-0.2115328,-0.9702291,-0.3161725,-1.802876,46.0,18.1,51.6,47.5,31.1,26.3,11.7,14.4,1923,30.2,7.4,15.1,8.9,91.4,84.5,15.5,92.1,82.1,5.2,67102,99896,88.8,11.2,154900,91.1,427,805,53.5,128184,97.1,128184,70.4,6,4.6,15.8,34.4,53.7
507110,Gurdon School District,AR,-2.505998159676194,-2.462778336996105,-1.845565154270088,Clark County,2021m1,1,0,0,NA,NA,NA,-0.5398081,-0.6022342,0.0261507,-0.6500711,-0.3145235,45.1,15.2,45.0,37.8,40.9,40.9,8.9,10.2,234,31.2,5.8,17.4,9.1,97.8,95.8,4.2,87.5,77.7,4.1,66543,80668,90.7,13,143300,79.2,388,690,47.9,21469,89.1,21469,69.2,24,0.7,15.6,40.8,43.4
507230,Hampton School District,AR,-2.209199517049965,-3.024281851277466,-2.277284363327766,Calhoun County,2021m1,1,0,0,NA,NA,NA,-0.8109913,-1.350134,-0.3059568,-0.9774544,0.3449581,58.3,23.7,44.3,45.4,37.4,25.7,10.6,18.4,55,45.4,8.8,7.7,4.9,98.3,95.5,4.5,91.0,77.0,9.1,65800,78119,91.9,8.5,82700,60.5,436,808,31.4,4773,102.8,4773,74.2,20.8,0.2,22.8,32.7,42.2
507350,Harrisburg School District,AR,-0.7667431762521808,-1.46364642764016,-1.149961662185874,Poinsett County,2021m1,1,0,0,NA,NA,NA,-1.447472,-1.806564,-0.6423228,-0.9695938,-0.611471,43.2,17.0,47.6,44.1,30.4,23.0,17.7,17.9,190,46.9,4.5,8.3,3.2,99.0,97.8,2.2,87.0,78.2,5.1,56293,73644,90.7,16,93900,87.2,373,642,41.5,22997,95.7,22997,85.6,4.3,0,20.4,37.4,46.3
507380,Harrison School District,AR,0.7475308096154398,0.5762403645954768,0.6902753500198004,Boone County,2021m1,1,0,0,NA,NA,NA,-0.1863836,0.3719961,-0.4138585,0.0591686,-0.6481376,53.9,18.7,56.8,53.8,26.6,18.1,10.5,15.0,435,34.9,11.1,11.0,5.6,98.8,97.6,2.4,92.2,85.9,4.4,66617,84801,92.6,9.4,158100,87.4,380,687,50.9,37662,98.2,37662,94.9,0.3,0.4,22.5,26.8,45.9
507530,Hazen School District,AR,-1.236338350300213,-2.05503848805766,-1.412183794591797,Prairie County,2021m1,1,0,0,NA,NA,NA,-0.5099688,-0.7311025,-0.5144519,-0.8811057,0.6191827,48.1,17.6,51.4,45.5,25.6,19.7,18.2,16.4,85,42.0,6.4,9.9,6.0,99.8,98.7,1.3,87.9,71.5,4.1,76988,86531,92.8,5.2,87200,80.7,373,645,42.7,8217,101,8217,84.8,10.5,0.2,16.3,29.7,58.4
507560,Heber Springs School District,AR,0.4298921194396153,-0.3826714585068656,-0.493572988422633,Cleburne County,2021m1,1,0,0,NA,NA,NA,-0.0233638,0.4636368,-0.6932523,0.0290667,-0.0149939,53.4,15.5,58.8,56.3,20.7,13.3,14.8,14.4,284,39.4,9.2,11.4,5.8,99.2,98.2,1.8,89.3,81.2,6,64091,79237,92.8,10.3,162200,68,410,844,45,24948,99.9,24948,94.6,0.4,0.2,26.7,32.2,35.1
507620,Hector School District,AR,-1.357777644067661,-1.486618791359672,-1.450833369165331,Pope County,2021m1,1,0,0,NA,NA,NA,-0.4083855,0.1298516,-0.7902201,-0.4947992,-0.1187964,50.1,18.7,52.1,46.3,32.3,27.1,10.5,13.1,559,34.0,7.1,15.7,8.2,94.4,91.0,9.0,91.7,83.5,4.8,64117,87779,91.5,12.5,152000,87.9,363,810,57.1,63475,97.9,63475,85.5,2.5,1,19.8,34.6,47.5
507740,Cross County School District,AR,0.3978468852960138,0.0497196797086357,-0.2341081500699502,Cross County,2021m1,0,1,0,NA,NA,NA,-0.7227117,0.0326666,-0.5144519,-0.1854336,-1.424849,46.2,17.8,47.5,49.0,27.7,23.7,17.6,12.2,247,42.7,7.3,10.7,5.4,98.2,97.8,2.2,86.4,79.0,8.1,61332,80614,92.6,16.4,97500,86.2,392,815,49.4,16827,94.2,16827,72.9,19.5,0,17.2,38.4,49.5
507770,Highland School District,AR,-0.6896572820577429,-0.0859489025578695,0.1520534899139001,Fulton County,2021m1,0,1,0,NA,NA,NA,-0.2320512,0.1545432,-0.4314107,-0.8308223,0.3320473,48.2,16.8,49.2,51.6,23.2,16.8,21.8,12.6,202,38.2,7.2,9.5,4.9,99.4,99.6,0.4,85.2,61.4,1.7,50833,65374,89.4,13.9,100000,76.5,342,649,41.7,12183,100,12183,93,0.2,0,30.5,28.1,45.5
507840,Hope School District,AR,-2.322131525622241,-3.133304365125532,-2.48999117676454,Hempstead County,2021m1,1,0,0,NA,NA,NA,-1.666216,-1.052556,-0.7744521,-0.9043926,-1.929402,44.3,13.5,51.3,42.9,28.7,28.9,13.3,13.1,56,39.1,8.0,9.6,6.2,93.5,88.5,11.5,85.9,77.5,4.4,60161,80430,88.7,14.8,104700,76.1,352,764,40.4,20037,94.5,20037,56.8,31,0.2,21.4,37.6,47.6
507860,Horatio School District,AR,-0.7356740676684081,-0.781824699461005,-1.509597634108817,Little River County,2021m1,1,0,0,NA,NA,NA,-0.2852138,0.0237775,-0.362929,-0.5969173,0.0335506,48.0,14.3,47.8,49.6,29.3,16.9,13.6,16.0,127,45.5,8.1,11.6,4.3,99.3,98.6,1.4,90.4,73.8,8,76776,84782,95.1,6.9,108200,77.9,373,683,43.9,12024,94.7,12024,72.3,18.6,0.2,20.2,35.4,42.5
507890,Hot Springs School District,AR,-1.488187208656087,-2.356204457787375,-2.085714745346139,Garland County,2021m1,1,0,0,NA,NA,NA,-0.92532,-0.594105,-0.7878031,-0.054932,-1.202268,44.4,13.3,50.8,46.1,28.6,22.8,13.4,17.7,901,31.2,9.8,15.8,9.4,96.1,93.1,6.9,92.5,82.2,5.7,68326,86932,90.8,12.1,166600,82.5,403,913,51.7,100021,93.6,100021,84.4,7.9,0.7,21.5,38,41.6
507920,Jessieville School District,AR,-0.791351890543667,-0.5700117209535973,-0.5235760139691914,Garland County,2021m1,1,0,0,NA,NA,NA,-0.92532,-0.594105,-0.7878031,-0.054932,-1.202268,44.4,13.3,50.8,46.1,28.6,22.8,13.4,17.7,901,31.2,9.8,15.8,9.4,96.1,93.1,6.9,92.5,82.2,5.7,68326,86932,90.8,12.1,166600,82.5,403,913,51.7,100021,93.6,100021,84.4,7.9,0.7,21.5,38,41.6
507990,Hoxie School District,AR,-1.308158913872747,-1.307942676941884,-1.03329516385673,Lawrence County,2021m1,1,0,0,NA,NA,NA,-0.0350114,0.4432442,-0.3253504,-0.8997362,0.5381031,48.8,16.6,49.7,50.1,32.0,19.9,13.6,16.6,227,37.5,7.1,8.7,4.2,98.8,98.1,1.9,89.1,80.1,6.7,57787,74411,91.2,12.9,84300,84.2,349,690,41.7,16258,100,16258,93.5,1.4,0.1,20.5,34.9,42.1
508040,West Memphis School District,AR,-2.061752849905942,-3.135664450187875,-2.697758944240498,Crittenden County,2021m1,1,0,0,NA,NA,NA,-3.548473,-2.063541,-1.173257,-0.7902921,-5.742724,34.8,12.5,40.9,35.4,39.0,34.9,13.9,15.2,639,36.3,8.3,12.5,5.2,98.2,97.8,2.2,88.6,84.0,10.4,60037,81761,91.4,15.5,147300,87.1,388,831,60.7,47945,90.2,47945,41.6,50.1,0.8,14.8,40,56.5
508130,Huntsville School District,AR,-1.247920275250525,-1.184497000360248,-1.396282976983409,Franklin County,2021m1,1,0,0,NA,NA,NA,-0.311635,0.9037423,-0.8393083,-0.6724114,-0.4405327,48.6,18.7,51.6,49.3,27.9,18.8,10.8,16.5,373,42.6,9.6,8.7,3.6,98.7,97.5,2.5,86.4,74.2,5.1,67408,78502,93.3,12.2,117500,86.5,341,684,45.9,17160,96.5,17160,89.6,0.6,0.8,23,37.2,50.8
508240,Jasper School District,AR,-1.470608079807169,-1.066881249945277,-0.8592837062009524,Carroll County,2021m1,1,0,0,NA,NA,NA,-0.1563722,0.4527414,-0.6271877,-0.4222065,0.0118604,55.1,19.2,56.9,55.5,26.4,20.3,10.2,12.3,253,35.9,7.9,14.5,6.9,91.1,87.1,12.9,90.3,82.1,3.1,68994,86536,87.6,11.4,169700,82,396,751,49.7,28362,101.8,28362,79.7,0.4,1.2,17.9,36.8,44.9
508340,Junction City School District,AR,-2.243890050995473,-2.274458019818276,-2.145736238603428,Union County,2021m1,1,0,0,NA,NA,NA,-0.8820147,-0.6147752,-0.1780859,0.0362206,-1.709919,44.8,14.9,49.8,43.3,33.7,25.3,10.8,15.6,532,38.2,8.4,12.3,6.2,97.3,95.2,4.8,86.9,76.5,3.7,64484,82467,93.8,15,110900,79.8,400,775,43.4,38815,95.6,38815,63,32.5,0.8,20,40.4,48.4
508400,Riverview School District,AR,-1.784296313398671,-2.381446993246596,-2.179766180868351,White County,2021m1,1,0,0,NA,NA,NA,-0.3037437,0.3901843,-0.8599103,-0.7297158,0.1874468,50.9,20.9,51.7,46.7,30.6,24.7,12.9,15.1,1106,40.1,8.8,12.0,8.5,97.7,95.3,4.7,90.9,83.2,5.2,64231,84053,90.4,12.9,150700,86.2,376,793,52.1,77118,95.7,77118,88.6,4.4,0.9,19.2,34.6,48.3
508490,Kirby School District,AR,-0.8904209188495891,-2.161947030755765,-1.366576691231222,Pike County,2021m1,1,0,0,NA,NA,NA,0.1187347,0.7445123,-0.2047306,-0.9291629,0.5618589,56.5,21.3,58.5,55.2,24.3,21.9,10.6,10.4,58,39.7,7.3,12.1,6.4,96.0,94.4,5.6,86.0,76.7,3.1,65119,83899,89.8,12.9,99200,75.3,369,657,35,10205,96.6,10205,88.7,4.2,0.3,22.4,32.4,39.1
508610,Lake Hamilton School District,AR,0.0159325610178191,-0.5341608587566649,-0.6642026369592129,Garland County,2021m1,1,0,0,NA,NA,NA,-0.92532,-0.594105,-0.7878031,-0.054932,-1.202268,44.4,13.3,50.8,46.1,28.6,22.8,13.4,17.7,901,31.2,9.8,15.8,9.4,96.1,93.1,6.9,92.5,82.2,5.7,68326,86932,90.8,12.1,166600,82.5,403,913,51.7,100021,93.6,100021,84.4,7.9,0.7,21.5,38,41.6
508700,Lamar School District,AR,-0.3997631051629664,-1.05853298533803,-1.164757233385535,Johnson County,2021m1,1,0,0,NA,NA,NA,-0.1542889,0.9325692,-0.9544612,-0.8873836,0.2711086,51.2,17.4,52.5,51.9,29.8,21.5,12.7,15.3,348,41.0,5.0,10.3,4.8,90.7,87.5,12.5,83.3,69.0,4.8,52822,67010,91.8,15.8,119800,86.1,344,710,46.9,25925,100.2,25925,85,1.6,3,26,34.1,43.2
508940,Lincoln School District,AR,-1.185217776363048,-1.947475224961515,-1.61919889183986,Washington County,2021m1,1,0,0,NA,NA,NA,-0.4022739,0.8281206,-1.036294,-0.1157794,-0.967808,45.9,20.6,47.3,46.2,40.3,33.4,8.9,11.8,3459,27.7,6.5,20.1,14.3,88.6,82.4,17.6,94.9,86.8,4.3,79154,110610,87.8,9.3,235500,92.9,451,935,62.1,247331,101.6,247331,70.4,3.5,2.6,10.9,35.4,58.9
509000,Little Rock School District,AR,-1.819504405060674,-2.838352162206701,-2.822134418006992,Pulaski County,2021m1,1,0,0,NA,NA,NA,-1.999554,-1.104402,-0.5617558,0.0264674,-3.878927,38.6,14.1,47.0,40.0,36.5,33.3,12.7,16.0,4921,25.3,8.1,21.8,15.3,94.9,92.1,7.9,93.4,85.6,5.2,79879,115101,91.2,12.2,187600,87.9,484,985,62.2,398322,92.1,398322,52.7,37.4,2.3,16.6,35.7,54.7
509060,Lonoke School District,AR,-1.138211950616387,-1.118378634247205,-0.9325028521044816,Lonoke County,2021m1,1,0,0,NA,NA,NA,-0.3262919,0.8971852,-1.241739,-0.437698,-0.3325986,54.3,22.4,55.1,51.9,29.0,23.0,11.1,13.8,961,37.1,10.6,13.3,6.6,97.3,95.7,4.3,92.9,86.4,4.5,83730,99376,92.5,8.5,169600,91.2,419,944,64,74292,98.6,74292,86.8,5.5,1,14.7,30.9,60.1
509190,Magnet Cove School District,AR,-0.1197372545757984,-0.8753742413317829,-0.4949764906124985,Garland County,2021m1,0,1,0,NA,NA,NA,-0.92532,-0.594105,-0.7878031,-0.054932,-1.202268,44.4,13.3,50.8,46.1,28.6,22.8,13.4,17.7,901,31.2,9.8,15.8,9.4,96.1,93.1,6.9,92.5,82.2,5.7,68326,86932,90.8,12.1,166600,82.5,403,913,51.7,100021,93.6,100021,84.4,7.9,0.7,21.5,38,41.6
509330,Mansfield School District,AR,-0.674742084245378,-0.9406253990603392,-1.002165327973954,Logan County,2021m1,1,0,0,NA,NA,NA,-0.224881,0.2275106,-0.1611094,-0.8206989,0.0185741,52.7,18.5,53.8,53.9,28.4,19.7,11.6,13.9,136,43.7,8.0,9.1,5.3,98.5,96.1,3.9,91.3,77.3,5.5,64891,77186,93.3,9,121600,85.9,356,693,48,21247,97.7,21247,89.7,1.6,1.8,19.6,31.9,47.6
509360,Lee County School District,AR,-4.058072372726324,-3.381063962581532,-3.311006902061234,Lee County,2021m1,1,0,0,NA,NA,NA,-1.145953,-1.498523,-0.6889939,-1.524876,0.4699343,34.3,8.2,29.2,26.4,46.1,45.0,20.3,12.7,139,49.3,5.8,6.4,1.3,98.5,97.5,2.5,80.4,74.7,14.3,50338,71068,92.4,21.6,80600,69.2,434,641,27,8666,129,8666,42.3,55.3,0.2,22.6,44.6,50.6
509390,Marion School District,AR,-2.244023950402243,-2.40417414865926,-2.178022109096789,Crittenden County,2021m1,1,0,0,NA,NA,NA,-3.548473,-2.063541,-1.173257,-0.7902921,-5.742724,34.8,12.5,40.9,35.4,39.0,34.9,13.9,15.2,639,36.3,8.3,12.5,5.2,98.2,97.8,2.2,88.6,84.0,10.4,60037,81761,91.4,15.5,147300,87.1,388,831,60.7,47945,90.2,47945,41.6,50.1,0.8,14.8,40,56.5
509480,Searcy County School District,AR,0.2026716261286614,-1.072101247578727,-0.8169209204640371,Marion County,2021m1,1,0,0,NA,NA,NA,-0.824374,-0.719102,-0.6544652,-0.5483884,-0.4420819,52.4,10.6,53.4,55.8,21.5,13.3,16.8,15.1,119,37.2,8.2,9.0,6.2,97.8,97.3,2.7,92.5,85.3,7,53983,68657,92.7,12.4,147100,75,340,749,38.6,16905,98.5,16905,94.6,0.5,0.7,34.4,25.8,34.6
